title,author,department,keywords,abstract,published_date,url
人工智能发展、地区差异与就业影响 网络首发,胡孜,华东交通大学经济管理学院,人工智能|就业|地区差异|聚类分析|随机效应模型,文章采用聚类分析法将我国31个省份划分为发达地区与欠发达地区两大类，在地区划分的基础上，利用Stata软件实证分析了2010—2019年的面板数据，并运用随机效应模型分析了人工智能发展对就业总量及各分行业就业结构的影响。结果显示：发达地区的人工智能发展对就业总量的促进效应显著高于其在欠发达地区的促进效应；发达地区人工智能发展对其制造业、批发和零售业的抑制效应与对交通运输业、租赁和商务服务业就业的促进效应均大于欠发达地区。,2023-03-03 09:36,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=1&recid=&FileName=TJJC2023022300E&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=42.1009.C.20230228.1758.001
人工智能发展、地区差异与就业影响 网络首发,邱新平,江西财经大学国际经贸学院,人工智能|就业|地区差异|聚类分析|随机效应模型,文章采用聚类分析法将我国31个省份划分为发达地区与欠发达地区两大类，在地区划分的基础上，利用Stata软件实证分析了2010—2019年的面板数据，并运用随机效应模型分析了人工智能发展对就业总量及各分行业就业结构的影响。结果显示：发达地区的人工智能发展对就业总量的促进效应显著高于其在欠发达地区的促进效应；发达地区人工智能发展对其制造业、批发和零售业的抑制效应与对交通运输业、租赁和商务服务业就业的促进效应均大于欠发达地区。,2023-03-03 09:36,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=1&recid=&FileName=TJJC2023022300E&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=42.1009.C.20230228.1758.001
人工智能发展、地区差异与就业影响 网络首发,胡孜,华东交通大学经济管理学院,人工智能|就业|地区差异|聚类分析|随机效应模型,文章采用聚类分析法将我国31个省份划分为发达地区与欠发达地区两大类，在地区划分的基础上，利用Stata软件实证分析了2010—2019年的面板数据，并运用随机效应模型分析了人工智能发展对就业总量及各分行业就业结构的影响。结果显示：发达地区的人工智能发展对就业总量的促进效应显著高于其在欠发达地区的促进效应；发达地区人工智能发展对其制造业、批发和零售业的抑制效应与对交通运输业、租赁和商务服务业就业的促进效应均大于欠发达地区。,2023-03-03 09:36,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=1&recid=&FileName=TJJC2023022300E&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=42.1009.C.20230228.1758.001
拜登政府对华人工智能产业的打压与中国因应 网络首发,李鹏,中国人民大学国际关系学院,人工智能|中美数字竞争|科技打压|拜登政府,"[研究目的]通过梳理和分析拜登政府对华人工智能产业打压的动因与路径,为我国因应工作提供建议。[研究方法]基于拜登政府官方文件等开源资料,采用文本分析与战略研判相结合的方法,梳理拜登政府对华人工智能产业打压的原因与措施,并探讨中国的应对之道。[研究结论]拜登政府对华人工智能产业打压的动因涉及技术霸权、经济利益、安全驱动、意识形态四方面,其做法包括:强化价值观冲突与舆论攻击,联动使用法律、出口管制等国内政策工具,扩大排华技术联盟等。我国可从国家战略、外交、产业、反制工具等方面做出有效应对。",2023-02-28 09:14,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=3&recid=&FileName=QBZZ20230224001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=61.1167.g3.20230227.0932.002
拜登政府对华人工智能产业的打压与中国因应 网络首发,赵书韫,中国人民大学国际关系学院,人工智能|中美数字竞争|科技打压|拜登政府,"[研究目的]通过梳理和分析拜登政府对华人工智能产业打压的动因与路径,为我国因应工作提供建议。[研究方法]基于拜登政府官方文件等开源资料,采用文本分析与战略研判相结合的方法,梳理拜登政府对华人工智能产业打压的原因与措施,并探讨中国的应对之道。[研究结论]拜登政府对华人工智能产业打压的动因涉及技术霸权、经济利益、安全驱动、意识形态四方面,其做法包括:强化价值观冲突与舆论攻击,联动使用法律、出口管制等国内政策工具,扩大排华技术联盟等。我国可从国家战略、外交、产业、反制工具等方面做出有效应对。",2023-02-28 09:14,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=3&recid=&FileName=QBZZ20230224001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=61.1167.g3.20230227.0932.002
拜登政府对华人工智能产业的打压与中国因应 网络首发,戚凯,中国政法大学全球化与全球问题研究所,人工智能|中美数字竞争|科技打压|拜登政府,"[研究目的]通过梳理和分析拜登政府对华人工智能产业打压的动因与路径,为我国因应工作提供建议。[研究方法]基于拜登政府官方文件等开源资料,采用文本分析与战略研判相结合的方法,梳理拜登政府对华人工智能产业打压的原因与措施,并探讨中国的应对之道。[研究结论]拜登政府对华人工智能产业打压的动因涉及技术霸权、经济利益、安全驱动、意识形态四方面,其做法包括:强化价值观冲突与舆论攻击,联动使用法律、出口管制等国内政策工具,扩大排华技术联盟等。我国可从国家战略、外交、产业、反制工具等方面做出有效应对。",2023-02-28 09:14,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=3&recid=&FileName=QBZZ20230224001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=61.1167.g3.20230227.0932.002
人工智能具有理解力吗——从哲学解释学的视角看 网络首发,王敬,山西大学哲学社会学学院,人工智能|解释学|理解力|具身认知|算法,"从“深蓝”到Alpha Go,人工智能在问题求解、深度学习等领域迅猛发展,人们看到了其具有类似于人类理解能力甚至超越人类智能的可能性,但人工智能是否具有理解力仍值得商榷。一方面,人类理解是具有多重维度的现象,包含着形式化的推理计算、非形式化的直觉、顿悟以及行动等诸多内容;另一方面,人工智能的算法不能产生类似于人的理解。从哲学解释学的视角看,人类理解充斥着反思要素,理解本身也是一种自我理解;人工智能缺乏人类理解具有的“前结构”;最重要地,人工智能自身蕴含的离身认知逻辑与人类具身性的理解并不融贯,这可能是它无法真正具有理解力的关键。",2023-02-23 13:47,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=5&recid=&FileName=DLGD2023022200C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1383.c.20230223.0950.011
人工智能具有理解力吗——从哲学解释学的视角看 网络首发,魏屹东,山西大学哲学社会学学院,人工智能|解释学|理解力|具身认知|算法,"从“深蓝”到Alpha Go,人工智能在问题求解、深度学习等领域迅猛发展,人们看到了其具有类似于人类理解能力甚至超越人类智能的可能性,但人工智能是否具有理解力仍值得商榷。一方面,人类理解是具有多重维度的现象,包含着形式化的推理计算、非形式化的直觉、顿悟以及行动等诸多内容;另一方面,人工智能的算法不能产生类似于人的理解。从哲学解释学的视角看,人类理解充斥着反思要素,理解本身也是一种自我理解;人工智能缺乏人类理解具有的“前结构”;最重要地,人工智能自身蕴含的离身认知逻辑与人类具身性的理解并不融贯,这可能是它无法真正具有理解力的关键。",2023-02-23 13:47,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=5&recid=&FileName=DLGD2023022200C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1383.c.20230223.0950.011
性别差异下人工智能技术冲击与工作认同 网络首发,程雅馨,中国人民大学劳动人事学院,人工智能|工作要求|工作条件感知|工作认同|性别差异,为探讨人工智能技术应用对员工工作认同的影响机制及边界条件，文章以“基于任务的模型”和自我决定理论为基础构建有调节的中介效应模型，并利用北京市100家人工智能技术应用型企业的数据进行实证检验，研究发现：人工智能技术冲击程度对员工工作认同具有显著正向影响，工作要求和工作条件感知在其中起到中介作用；性别调节了工作条件感知与员工工作认同之间的关系，即在人工智能技术冲击影响下，与男性相比，工作条件感知变化越明显，女性对工作的认同越强。,2023-02-22 14:58,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=7&recid=&FileName=HDJJ20230221007&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=34.1014.F.20230221.1325.005
性别差异下人工智能技术冲击与工作认同 网络首发,程延园,中国人民大学劳动人事学院,人工智能|工作要求|工作条件感知|工作认同|性别差异,为探讨人工智能技术应用对员工工作认同的影响机制及边界条件，文章以“基于任务的模型”和自我决定理论为基础构建有调节的中介效应模型，并利用北京市100家人工智能技术应用型企业的数据进行实证检验，研究发现：人工智能技术冲击程度对员工工作认同具有显著正向影响，工作要求和工作条件感知在其中起到中介作用；性别调节了工作条件感知与员工工作认同之间的关系，即在人工智能技术冲击影响下，与男性相比，工作条件感知变化越明显，女性对工作的认同越强。,2023-02-22 14:58,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=7&recid=&FileName=HDJJ20230221007&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=34.1014.F.20230221.1325.005
性别差异下人工智能技术冲击与工作认同 网络首发,何勤,首都经济贸易大学劳动经济学院,人工智能|工作要求|工作条件感知|工作认同|性别差异,为探讨人工智能技术应用对员工工作认同的影响机制及边界条件，文章以“基于任务的模型”和自我决定理论为基础构建有调节的中介效应模型，并利用北京市100家人工智能技术应用型企业的数据进行实证检验，研究发现：人工智能技术冲击程度对员工工作认同具有显著正向影响，工作要求和工作条件感知在其中起到中介作用；性别调节了工作条件感知与员工工作认同之间的关系，即在人工智能技术冲击影响下，与男性相比，工作条件感知变化越明显，女性对工作的认同越强。,2023-02-22 14:58,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=7&recid=&FileName=HDJJ20230221007&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=34.1014.F.20230221.1325.005
性别差异下人工智能技术冲击与工作认同 网络首发,邱玥,首都经济贸易大学劳动经济学院,人工智能|工作要求|工作条件感知|工作认同|性别差异,为探讨人工智能技术应用对员工工作认同的影响机制及边界条件，文章以“基于任务的模型”和自我决定理论为基础构建有调节的中介效应模型，并利用北京市100家人工智能技术应用型企业的数据进行实证检验，研究发现：人工智能技术冲击程度对员工工作认同具有显著正向影响，工作要求和工作条件感知在其中起到中介作用；性别调节了工作条件感知与员工工作认同之间的关系，即在人工智能技术冲击影响下，与男性相比，工作条件感知变化越明显，女性对工作的认同越强。,2023-02-22 14:58,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=7&recid=&FileName=HDJJ20230221007&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=34.1014.F.20230221.1325.005
人工智能驱动供应链变革——平台重构、生态重塑与优势重建 网络首发,陈金晓,中国社会科学院,人工智能|供应链|变革|智能化,人工智能的应用和发展正在驱动供应链发生新的深刻变革，对其各方面产生革命性的影响。本文针对人工智能驱动的供应链变革，从平台重构、生态重塑、优势重建三个维度展开分析，围绕平台维度上的平台升级和信息共享、生态维度上的组织形态演进和系统模式革新，以及优势维度上的价值创新、绿色转型和应变能力等层面进行论述，着重探讨人工智能在各层面对供应链的技术赋能、应用价值和实施挑战。最后，从研究和实践的角度提出，未来可重点从竞合生态化、技术采纳行为、技术治理三个方面进一步推进供应链的智能化跃迁，以实现人工智能时代供应链的高质量发展。,2023-02-21 13:45,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=9&recid=&FileName=DJGL20230220001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=13.1356.F.20230220.1515.002
人工智能行政执行场景的行政法调控 网络首发,郝炜,南京审计大学法学院,行政法调控|人工智能行政执行场景|人工智能行政法,"目前我国人工智能法学研究呈现同质化、抽象化与实操化不足特征,且与全球人工智能应用场景规制存在显著差异。人工智能行政执行场景是行政主体运用人工智能完成行政任务所创设的新型科技行政空间。行政法学研究应当从对算法、数据等科技领域的过度关注转向人工智能行政执行场景。人工智能行政法调控路径由人工智能行政法调控理念与具体举措构成,前者蕴含适度超前调控、多元规范调控、纳入场景调控的调控思路;后者则围绕既有行政实定法的法教义路径与注重行政法实效的法政策路径予以调控,包括算法调控、责任调控、补漏调控、立法调控、法政策调控。",2023-02-15 10:43,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=11&recid=&FileName=XZFX20230214003&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.3110.D.20230214.1347.008
人工智能控制湍流进展：系统、算法、成就、数据分析方法 网络首发,吴智,哈尔滨工业大学深圳湍流控制研究所,人工智能|大数据|流动控制|湍流|神经网络|遗传编程|深度强化学习,湍流控制涉及流体力学和控制理论，对航空航天、运载工具、风力发电等众多领域具有重要的科学意义和应用价值。由于湍流复杂性，传统控制方法在湍流控制领域面临很多瓶颈，人工智能技术的发展为突破这些瓶颈提供了工具。本文简要综述了文献报道的有模型和无模型的人工智能控制湍流的进展，总结了研究中采用的典型的人工智能控制系统、算法、在不同湍流控制应用中取得的突出成果，以及作者所在团队在国际上首次尝试对人工智能控制系统产生的海量数据进行分析，从而挖掘出重要的信息乃至发现控制相似律，并对面临的挑战和未来的展望进行了分析。,2023-02-07 13:02,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=LXJZ20230206001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.1774.o3.20230206.1906.001
人工智能控制湍流进展：系统、算法、成就、数据分析方法 网络首发,范德威,哈尔滨工业大学深圳湍流控制研究所,人工智能|大数据|流动控制|湍流|神经网络|遗传编程|深度强化学习,湍流控制涉及流体力学和控制理论，对航空航天、运载工具、风力发电等众多领域具有重要的科学意义和应用价值。由于湍流复杂性，传统控制方法在湍流控制领域面临很多瓶颈，人工智能技术的发展为突破这些瓶颈提供了工具。本文简要综述了文献报道的有模型和无模型的人工智能控制湍流的进展，总结了研究中采用的典型的人工智能控制系统、算法、在不同湍流控制应用中取得的突出成果，以及作者所在团队在国际上首次尝试对人工智能控制系统产生的海量数据进行分析，从而挖掘出重要的信息乃至发现控制相似律，并对面临的挑战和未来的展望进行了分析。,2023-02-07 13:02,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=LXJZ20230206001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.1774.o3.20230206.1906.001
人工智能控制湍流进展：系统、算法、成就、数据分析方法 网络首发,周裕,哈尔滨工业大学深圳湍流控制研究所,人工智能|大数据|流动控制|湍流|神经网络|遗传编程|深度强化学习,湍流控制涉及流体力学和控制理论，对航空航天、运载工具、风力发电等众多领域具有重要的科学意义和应用价值。由于湍流复杂性，传统控制方法在湍流控制领域面临很多瓶颈，人工智能技术的发展为突破这些瓶颈提供了工具。本文简要综述了文献报道的有模型和无模型的人工智能控制湍流的进展，总结了研究中采用的典型的人工智能控制系统、算法、在不同湍流控制应用中取得的突出成果，以及作者所在团队在国际上首次尝试对人工智能控制系统产生的海量数据进行分析，从而挖掘出重要的信息乃至发现控制相似律，并对面临的挑战和未来的展望进行了分析。,2023-02-07 13:02,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=LXJZ20230206001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.1774.o3.20230206.1906.001
2022年国外军事人工智能领域科技发展综述 网络首发,王立盟,北京海鹰科技情报研究所,人工智能|机器智能|仿生智能|群体智能|人机混合智能,随着科学技术的不断发展，人工智能从作战层面到战略战术层面，在军事作战系统中发挥着越来越重要的作用。为研究人工智能领域科技发展现状及未来趋势，梳理和总结了2022年国外人工智能最新进展。美国、俄罗斯等世界主要国家不断从战略规划、机构建设、研发投入等方面加强人工智能顶层布局；机器智能、仿生智能、群体智能、人机混合智能等关键技术领域发展迅速，取得多项重要成果；人工智能技术在空战、陆战、海战等军事领域应用不断深化，列装赋能步伐不断加快。为进一步提升军事智能化水平，提出未来应重点加强人工智能顶层战略规划与机构设置，不断攻关和突破军事人工智能领域关键技术，加速推进人工智能技术的作战运用等发展建议。,2023-01-30 09:57,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=ZSDD20230120001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.1771.TJ.20230120.1220.001
2022年国外军事人工智能领域科技发展综述 网络首发,韩雨,北京海鹰科技情报研究所,人工智能|机器智能|仿生智能|群体智能|人机混合智能,随着科学技术的不断发展，人工智能从作战层面到战略战术层面，在军事作战系统中发挥着越来越重要的作用。为研究人工智能领域科技发展现状及未来趋势，梳理和总结了2022年国外人工智能最新进展。美国、俄罗斯等世界主要国家不断从战略规划、机构建设、研发投入等方面加强人工智能顶层布局；机器智能、仿生智能、群体智能、人机混合智能等关键技术领域发展迅速，取得多项重要成果；人工智能技术在空战、陆战、海战等军事领域应用不断深化，列装赋能步伐不断加快。为进一步提升军事智能化水平，提出未来应重点加强人工智能顶层战略规划与机构设置，不断攻关和突破军事人工智能领域关键技术，加速推进人工智能技术的作战运用等发展建议。,2023-01-30 09:57,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=ZSDD20230120001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.1771.TJ.20230120.1220.001
论人工智能营销市场分析的战略框架,吴沁玥,天津理工大学,人工智能|营销市场|战略框架,文章探究了战略营销计划框架，结合了多元人工智能的好处：机械人工智能用于实现重复营销功能和活动的自动化，思维人工智能用于处理数据以达成决策，感受人工智能用于分析交互人类情绪。该框架阐述了人工智能可以用于市场营销研究。在营销调研阶段，机械人工智能可用于细分识别，思维人工智能定位，感觉定位。在营销行动阶段，机械人工智能可以用于标准化，思维人工智能的个性化，并感知人工智能的关系化。在市场营销思维阶段，机械人工智能可以用于数据收集，思维人工智能用于市场分析，感受人工智能用于客户理解。将这个框架应用于市场营销的各个领域，由市场营销行动组织，以说明人工智能的战略应用。,2023-01-28,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=17&recid=&FileName=SCZG202303035&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFY2023;&URLID=
人工智能对消费升级的影响效果及作用机制分析,蒋玉芳,韩国又石大学,人工智能|消费升级|面板分位数|异质性影响,消费升级作为全面扩大内需的必由之路，随着人工智能技术的发展及应用逐渐焕发出新的活力。本文基于2007-2020年间我国30个省市区的面板数据，通过面板固定效应模型、面板分位数模型探讨人工智能对消费升级的影响效果和作用机制。结果表明：第一，在样本期间内，人工智能对消费升级具有正向推动作用。第二，人工智能发展水平越高，其对消费升级的促进作用也就越明显。该研究结论为“十四五”时期人工智能发展战略的制定及消费结构转型升级提供了重要的理论启示。,2023-01-25,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=19&recid=&FileName=SYJJ202302011&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
人工智能对消费升级的影响效果及作用机制分析,吕绪洁,菏泽学院商学院,人工智能|消费升级|面板分位数|异质性影响,消费升级作为全面扩大内需的必由之路，随着人工智能技术的发展及应用逐渐焕发出新的活力。本文基于2007-2020年间我国30个省市区的面板数据，通过面板固定效应模型、面板分位数模型探讨人工智能对消费升级的影响效果和作用机制。结果表明：第一，在样本期间内，人工智能对消费升级具有正向推动作用。第二，人工智能发展水平越高，其对消费升级的促进作用也就越明显。该研究结论为“十四五”时期人工智能发展战略的制定及消费结构转型升级提供了重要的理论启示。,2023-01-25,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=19&recid=&FileName=SYJJ202302011&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
人工智能赋能饲料产业电子商务升级发展的前景展望,李鑫,石家庄职业技术学院,人工智能|饲料产业|电子商务|前景展望,当前饲料产业电子商务智能化程度有待提升，产品营销同质化问题严重，电子商务信用评价存在真实性问题。在饲料产业电子商务中的应用人工智能可以为饲料买家提供智能化产品推荐服务，为饲料企业提供智能化采购与营销服务，并建立智能化饲料供应链体系。随着人工智能技术的进步和应用的深入，未来饲料产业电子商务将由技术驱动向需求驱动转变，由替代重复劳动向智能决策转变，由单点优化向电子商务整体升级转变，结合区块链技术建立可溯源的饲料产品电子商务体系，利用人工智能检测解决饲料产品电商经营信用度问题。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=21&recid=&FileName=SLGZ202302017&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
人工智能赋能饲料产业电子商务升级发展的前景展望,夏凡,河北建材职业技术学院,人工智能|饲料产业|电子商务|前景展望,当前饲料产业电子商务智能化程度有待提升，产品营销同质化问题严重，电子商务信用评价存在真实性问题。在饲料产业电子商务中的应用人工智能可以为饲料买家提供智能化产品推荐服务，为饲料企业提供智能化采购与营销服务，并建立智能化饲料供应链体系。随着人工智能技术的进步和应用的深入，未来饲料产业电子商务将由技术驱动向需求驱动转变，由替代重复劳动向智能决策转变，由单点优化向电子商务整体升级转变，结合区块链技术建立可溯源的饲料产品电子商务体系，利用人工智能检测解决饲料产品电商经营信用度问题。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=21&recid=&FileName=SLGZ202302017&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
人工智能赋能饲料产业电子商务升级发展的前景展望,荣新艳,秦皇岛职业技术学院,人工智能|饲料产业|电子商务|前景展望,当前饲料产业电子商务智能化程度有待提升，产品营销同质化问题严重，电子商务信用评价存在真实性问题。在饲料产业电子商务中的应用人工智能可以为饲料买家提供智能化产品推荐服务，为饲料企业提供智能化采购与营销服务，并建立智能化饲料供应链体系。随着人工智能技术的进步和应用的深入，未来饲料产业电子商务将由技术驱动向需求驱动转变，由替代重复劳动向智能决策转变，由单点优化向电子商务整体升级转变，结合区块链技术建立可溯源的饲料产品电子商务体系，利用人工智能检测解决饲料产品电商经营信用度问题。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=21&recid=&FileName=SLGZ202302017&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
